Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Units_Sold_new
Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,Men's Street Footwear,$25.00 ,720,"18,000","$7,200 ",Online,720
Sports Direct,1197831,7/21/2020,Northeast,New York,New York,Women's Street Footwear,$35.00 ,700,"24,500","$8,575 ",Outlet,700
Sports Direct,1197831,7/22/2020,Northeast,New York,New York,Women's Athletic Footwear,$35.00 ,700,"24,500","$11,025 ",Outlet,700
Sports Direct,1197831,7/24/2020,South,Texas,Houston,Women's Apparel,$35.00 ,700,"24,500","$12,250 ",Outlet,700
Sports Direct,1197831,7/30/2020,South,Texas,Houston,Women's Apparel,$35.00 ,700,"24,500","$12,250 ",Outlet,700
Sports Direct,1197831,08/02/2020,South,Texas,Houston,Women's Street Footwear,$35.00 ,700,"24,500","$8,575 ",Outlet,700
Walmart,1197831,8/15/2020,South,Texas,Houston,Women's Athletic Footwear,$40.00 ,700,"28,000","$12,600 ",Outlet,700
Walmart,1197831,8/27/2020,South,Texas,Houston,Women's Athletic Footwear,$40.00 ,700,"28,000","$12,600 ",Outlet,700
Walmart,1197831,8/28/2020,South,Texas,Houston,Men's Apparel,$45.00 ,700,"31,500","$9,450 ",Outlet,700
Walmart,1197831,10/29/2020,South,Texas,Houston,Women's Athletic Footwear,$50.00 ,700,"35,000","$15,750 ",Outlet,700
West Gear,1128299,11/12/2020,West,California,San Francisco,Women's Apparel,$50.00 ,700,"35,000","$5,250 ",Outlet,700
West Gear,1128299,11/14/2020,West,California,San Francisco,Men's Athletic Footwear,$60.00 ,700,"42,000","$8,400 ",Outlet,700
West Gear,1128299,11/15/2020,West,California,San Francisco,Women's Street Footwear,$60.00 ,700,"42,000","$14,700 ",Outlet,700
West Gear,1128299,12/24/2020,West,California,San Francisco,Women's Apparel,$60.00 ,700,"42,000","$6,300 ",Outlet,700
West Gear,1128299,01/09/2021,West,California,San Francisco,Women's Athletic Footwear,$60.00 ,700,"42,000","$14,700 ",Outlet,700
West Gear,1128299,02/01/2021,West,California,San Francisco,Women's Street Footwear,$55.00 ,700,"38,500","$11,550 ",Outlet,700
West Gear,1128299,02/04/2021,West,California,San Francisco,Women's Apparel,$70.00 ,700,"49,000","$4,900 ",Outlet,700
West Gear,1128299,02/08/2021,West,California,San Francisco,Women's Athletic Footwear,$55.00 ,700,"38,500","$9,625 ",Outlet,700
West Gear,1128299,2/15/2021,West,California,San Francisco,Men's Apparel,$65.00 ,700,"45,500","$20,475 ",Outlet,700
Kohl's,1189833,2/17/2021,West,California,San Francisco,Men's Street Footwear,$35.00 ,700,"24,500","$9,800 ",Outlet,700
Kohl's,1189833,2/18/2021,West,California,San Francisco,Men's Athletic Footwear,$45.00 ,700,"31,500","$7,875 ",Outlet,700
Kohl's,1189833,03/09/2021,West,California,San Francisco,Women's Street Footwear,$45.00 ,700,"31,500","$12,600 ",Outlet,700
Kohl's,1189833,03/12/2021,West,California,Los Angeles,Women's Apparel,$45.00 ,700,"31,500","$6,300 ",Outlet,700
Kohl's,1189833,4/29/2021,West,California,Los Angeles,Men's Apparel,$50.00 ,700,"35,000","$19,250 ",Outlet,700
Kohl's,1189833,4/30/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,700,"45,500","$9,100 ",Outlet,700
Kohl's,1189833,05/09/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,700,"35,000","$14,000 ",Outlet,700
Kohl's,1189833,05/12/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,700,"45,500","$9,100 ",Outlet,700
Kohl's,1189833,5/24/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,700,"45,500","$9,100 ",Outlet,700
Kohl's,1189833,5/27/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,700,"35,000","$14,000 ",Outlet,700
Kohl's,1189833,5/28/2021,West,California,Los Angeles,Women's Athletic Footwear,$50.00 ,700,"35,000","$12,250 ",Outlet,700
Sports Direct,1197831,8/29/2021,South,Texas,Dallas,Men's Street Footwear,$20.00 ,700,"14,000","$4,900 ",Outlet,700
Sports Direct,1197831,8/30/2021,South,Texas,Dallas,Men's Athletic Footwear,$30.00 ,700,"21,000","$7,350 ",Outlet,700
West Gear,1128299,02/01/2020,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,700,"42,000","$18,900 ",Outlet,700
West Gear,1128299,2/13/2020,West,Nevada,Las Vegas,Men's Street Footwear,$65.00 ,700,"45,500","$18,200 ",In-store,700
West Gear,1128299,5/20/2020,West,Colorado,Denver,Men's Street Footwear,$65.00 ,700,"45,500","$18,200 ",In-store,700
West Gear,1128299,5/21/2020,West,Colorado,Denver,Men's Athletic Footwear,$70.00 ,700,"49,000","$12,250 ",In-store,700
Foot Locker,1185732,08/09/2020,West,Washington,Seattle,Women's Athletic Footwear,$40.00 ,700,"28,000","$8,400 ",In-store,700
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$50.00 ,700,"35,000","$10,500 ",In-store,700
Sports Direct,1185732,10/02/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$50.00 ,700,"35,000","$10,500 ",In-store,700
Sports Direct,1185732,10/03/2020,Southeast,Florida,Miami,Men's Apparel,$60.00 ,700,"42,000","$14,700 ",In-store,700
Sports Direct,1197831,03/10/2021,Midwest,Montana,Billings,Men's Street Footwear,$20.00 ,700,"14,000","$4,900 ",Outlet,700
Sports Direct,1197831,03/11/2021,Midwest,Montana,Billings,Men's Athletic Footwear,$30.00 ,700,"21,000","$7,350 ",Outlet,700
Sports Direct,1197831,5/17/2021,South,Tennessee,Knoxville,Women's Street Footwear,$60.00 ,700,"42,000","$18,900 ",Outlet,700
Sports Direct,1197831,10/08/2021,South,Alabama,Birmingham,Women's Street Footwear,$65.00 ,700,"45,500","$22,750 ",Outlet,700
Walmart,1128299,12/09/2021,West,Hawaii,Honolulu,Men's Street Footwear,$75.00 ,700,"52,500","$13,125 ",Outlet,700
Walmart,1128299,12/09/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,$85.00 ,700,"59,500","$11,900 ",Outlet,700
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$70.00 ,700,"49,000","$12,250 ",In-store,700
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,$85.00 ,700,"59,500","$17,850 ",In-store,700
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Women's Street Footwear,$95.00 ,700,"66,500","$19,950 ",In-store,700
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,$80.00 ,700,"56,000","$16,800 ",In-store,700
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$60.00 ,700,"42,000","$10,500 ",In-store,700
West Gear,1185732,07/08/2021,Northeast,New York,Albany,Men's Athletic Footwear,$60.00 ,700,"42,000","$14,700 ",In-store,700
West Gear,1185732,08/09/2021,Northeast,New York,Albany,Men's Athletic Footwear,$60.00 ,700,"42,000","$14,700 ",In-store,700
Kohl's,1185732,07/10/2021,West,Wyoming,Cheyenne,Women's Apparel,$55.00 ,700,"38,500","$9,625 ",In-store,700
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,$90.00 ,700,"63,000","$22,050 ",In-store,700
Foot Locker,1185732,8/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,$40.00 ,700,"28,000","$11,200 ",In-store,700
West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,$40.00 ,700,"28,000","$11,200 ",In-store,700
West Gear,1128299,7/23/2021,West,Oregon,Portland,Men's Athletic Footwear,$90.00 ,700,"63,000","$22,050 ",In-store,700
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,$70.00 ,700,"49,000","$19,600 ",Online,700
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Women's Street Footwear,$85.00 ,700,"59,500","$23,800 ",Online,700
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Women's Street Footwear,$95.00 ,700,"66,500","$26,600 ",Online,700
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Women's Street Footwear,$75.00 ,700,"52,500","$21,000 ",Online,700
West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,$45.00 ,700,"31,500","$12,600 ",Online,700
West Gear,1197831,05/05/2021,West,Idaho,Boise,Men's Street Footwear,$20.00 ,700,"14,000","$4,900 ",Online,700
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$55.00 ,700,"38,500","$13,475 ",Online,700
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$60.00 ,700,"42,000","$14,700 ",Online,700
Kohl's,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$60.00 ,700,"42,000","$14,700 ",Online,700
Kohl's,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,$65.00 ,700,"45,500","$18,200 ",Online,700
Foot Locker,1185732,02/07/2021,Southeast,South Carolina,Charleston,Men's Apparel,$50.00 ,700,"35,000","$12,250 ",Online,700
Foot Locker,1185732,03/05/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$35.00 ,700,"24,500","$8,575 ",Online,700
Foot Locker,1185732,05/05/2021,Southeast,South Carolina,Charleston,Men's Apparel,$55.00 ,700,"38,500","$13,475 ",Online,700
Foot Locker,1185732,09/05/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$40.00 ,700,"28,000","$8,400 ",Online,700
Foot Locker,1185732,09/05/2021,Southeast,South Carolina,Charleston,Men's Apparel,$50.00 ,700,"35,000","$12,250 ",Online,700
Sports Direct,1185732,02/04/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$30.00 ,700,"21,000","$10,500 ",Online,700
Sports Direct,1185732,05/02/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$55.00 ,700,"38,500","$19,250 ",Online,700
Sports Direct,1185732,06/04/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$45.00 ,700,"31,500","$11,025 ",Online,700
Sports Direct,1185732,07/02/2021,Southeast,North Carolina,Charlotte,Men's Apparel,$65.00 ,700,"45,500","$15,925 ",Online,700
Sports Direct,1185732,09/02/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$45.00 ,700,"31,500","$15,750 ",Online,700
Sports Direct,1185732,10/04/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$35.00 ,700,"24,500","$8,575 ",Online,700
Sports Direct,1197831,2/21/2021,South,Mississippi,Jackson,Men's Street Footwear,$25.00 ,700,"17,500","$7,000 ",Online,700
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,$70.00 ,700,"49,000","$19,600 ",Online,700
West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,$55.00 ,700,"38,500","$15,400 ",Online,700
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,$65.00 ,700,"45,500","$18,200 ",In-store,700
Foot Locker,1185732,11/06/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,$45.00 ,695,"31,275","$7,819 ",Online,695
Walmart,1197831,10/23/2020,South,Texas,Houston,Women's Athletic Footwear,$50.00 ,675,"33,750","$15,188 ",Outlet,675
West Gear,1128299,12/26/2020,West,California,San Francisco,Men's Athletic Footwear,$65.00 ,675,"43,875","$8,775 ",Outlet,675
West Gear,1128299,02/02/2021,West,California,San Francisco,Women's Athletic Footwear,$55.00 ,675,"37,125","$9,281 ",Outlet,675
Kohl's,1189833,3/15/2021,West,California,Los Angeles,Women's Street Footwear,$45.00 ,675,"30,375","$12,150 ",Outlet,675
Kohl's,1189833,05/04/2021,West,California,Los Angeles,Women's Athletic Footwear,$50.00 ,675,"33,750","$11,813 ",Outlet,675
Kohl's,1189833,05/05/2021,West,California,Los Angeles,Men's Apparel,$60.00 ,675,"40,500","$22,275 ",Outlet,675
Kohl's,1189833,5/21/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,675,"33,750","$13,500 ",Outlet,675
Sports Direct,1197831,8/17/2021,South,Texas,Dallas,Men's Street Footwear,$25.00 ,675,"16,875","$5,063 ",Outlet,675
Sports Direct,1197831,8/23/2021,South,Texas,Dallas,Men's Street Footwear,$30.00 ,675,"20,250","$7,088 ",Outlet,675
Sports Direct,1197831,8/24/2021,South,Texas,Dallas,Men's Athletic Footwear,$40.00 ,675,"27,000","$9,450 ",Outlet,675
Sports Direct,1197831,9/29/2021,South,Texas,Dallas,Men's Athletic Footwear,$55.00 ,675,"37,125","$14,850 ",Outlet,675
Sports Direct,1197831,10/03/2021,South,Texas,Dallas,Women's Apparel,$50.00 ,675,"33,750","$18,563 ",Outlet,675
Sports Direct,1197831,10/15/2021,South,Texas,Dallas,Women's Apparel,$70.00 ,675,"47,250","$25,988 ",Outlet,675
West Gear,1128299,03/09/2020,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,675,"40,500","$14,175 ",In-store,675
West Gear,1128299,03/10/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$65.00 ,675,"43,875","$8,775 ",In-store,675
West Gear,1128299,4/27/2020,West,Colorado,Denver,Men's Athletic Footwear,$75.00 ,675,"50,625","$15,188 ",In-store,675
West Gear,1128299,6/30/2020,West,Washington,Seattle,Women's Apparel,$100.00 ,675,"67,500","$13,500 ",In-store,675
West Gear,1128299,07/02/2020,West,Washington,Seattle,Men's Athletic Footwear,$85.00 ,675,"57,375","$14,344 ",In-store,675
West Gear,1185732,8/15/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$40.00 ,675,"27,000","$8,100 ",In-store,675
Foot Locker,1185732,8/22/2020,Southeast,Florida,Miami,Men's Apparel,$55.00 ,675,"37,125","$12,994 ",In-store,675
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Apparel,$55.00 ,675,"37,125","$12,994 ",In-store,675
Kohl's,1189833,1/27/2021,Midwest,Montana,Billings,Men's Street Footwear,$40.00 ,675,"27,000","$12,150 ",Outlet,675
Kohl's,1189833,02/08/2021,Midwest,Montana,Billings,Men's Street Footwear,$45.00 ,675,"30,375","$13,669 ",Outlet,675
Kohl's,1189833,03/04/2021,Midwest,Montana,Billings,Men's Street Footwear,$45.00 ,675,"30,375","$13,669 ",Outlet,675
Kohl's,1189833,03/05/2021,Midwest,Montana,Billings,Men's Athletic Footwear,$50.00 ,675,"33,750","$10,125 ",Outlet,675
Sports Direct,1197831,3/28/2021,South,Tennessee,Knoxville,Men's Street Footwear,$20.00 ,675,"13,500","$5,400 ",Outlet,675
Sports Direct,1197831,3/29/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$25.00 ,675,"16,875","$6,750 ",Outlet,675
Sports Direct,1197831,4/27/2021,South,Tennessee,Knoxville,Men's Street Footwear,$50.00 ,675,"33,750","$15,188 ",Outlet,675
Sports Direct,1197831,4/29/2021,South,Tennessee,Knoxville,Women's Street Footwear,$55.00 ,675,"37,125","$16,706 ",Outlet,675
Sports Direct,1197831,05/09/2021,South,Tennessee,Knoxville,Men's Street Footwear,$30.00 ,675,"20,250","$9,113 ",Outlet,675
Sports Direct,1197831,05/10/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$30.00 ,675,"20,250","$9,113 ",Outlet,675
Sports Direct,1197831,08/01/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,$20.00 ,675,"13,500","$5,400 ",Outlet,675
Sports Direct,1197831,08/02/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,$30.00 ,675,"20,250","$8,100 ",Outlet,675
Sports Direct,1197831,9/17/2021,South,Alabama,Birmingham,Women's Apparel,$60.00 ,675,"40,500","$26,325 ",Outlet,675
Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Street Footwear,$65.00 ,675,"43,875","$15,356 ",Outlet,675
West Gear,1185732,12/08/2021,Northeast,New York,Albany,Men's Athletic Footwear,$55.00 ,675,"37,125","$12,994 ",In-store,675
Kohl's,1185732,12/08/2021,Northeast,New York,Albany,Women's Apparel,$70.00 ,675,"47,250","$23,625 ",In-store,675
Kohl's,1185732,08/11/2021,West,Wyoming,Cheyenne,Women's Apparel,$55.00 ,675,"37,125","$9,281 ",In-store,675
Sports Direct,1185732,6/17/2021,Midwest,Michigan,Detroit,Women's Apparel,$65.00 ,675,"43,875","$24,131 ",In-store,675
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Women's Apparel,$50.00 ,675,"33,750","$18,563 ",In-store,675
Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,$50.00 ,675,"33,750","$16,875 ",In-store,675
Foot Locker,1185732,2/18/2021,Midwest,Michigan,Detroit,Men's Street Footwear,$30.00 ,675,"20,250","$8,100 ",In-store,675
West Gear,1185732,01/11/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,$25.00 ,675,"16,875","$6,750 ",In-store,675
Foot Locker,1197831,01/05/2021,South,Louisiana,New Orleans,Men's Street Footwear,$20.00 ,675,"13,500","$4,050 ",Online,675
Foot Locker,1197831,01/05/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,$30.00 ,675,"20,250","$6,075 ",Online,675
Sports Direct,1197831,09/05/2021,West,Idaho,Boise,Men's Street Footwear,$55.00 ,675,"37,125","$14,850 ",Online,675
Sports Direct,1197831,09/05/2021,West,Idaho,Boise,Women's Street Footwear,$60.00 ,675,"40,500","$16,200 ",Online,675
Sports Direct,1197831,11/05/2021,West,Idaho,Boise,Men's Street Footwear,$35.00 ,675,"23,625","$9,450 ",Online,675
Sports Direct,1197831,11/05/2021,West,Idaho,Boise,Men's Athletic Footwear,$35.00 ,675,"23,625","$9,450 ",Online,675
Foot Locker,1197831,12/04/2021,West,Idaho,Boise,Women's Street Footwear,$60.00 ,675,"40,500","$16,200 ",Online,675
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Street Footwear,$50.00 ,675,"33,750","$11,813 ",Online,675
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,$50.00 ,675,"33,750","$13,500 ",Online,675
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,$55.00 ,675,"37,125","$14,850 ",Online,675
Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,$55.00 ,675,"37,125","$14,850 ",Online,675
Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$60.00 ,675,"40,500","$16,200 ",Online,675
Foot Locker,1185732,01/09/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$35.00 ,675,"23,625","$7,088 ",Online,675
Foot Locker,1185732,04/06/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$35.00 ,675,"23,625","$8,269 ",Online,675
Foot Locker,1185732,04/06/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,$25.00 ,675,"16,875","$4,219 ",Online,675
Foot Locker,1185732,05/05/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$45.00 ,675,"30,375","$9,113 ",Online,675
Foot Locker,1185732,10/07/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,$45.00 ,675,"30,375","$7,594 ",Online,675
Sports Direct,1185732,02/04/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,$25.00 ,675,"16,875","$6,750 ",Online,675
Sports Direct,1185732,04/03/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$35.00 ,675,"23,625","$11,813 ",Online,675
Sports Direct,1185732,06/04/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,$50.00 ,675,"33,750","$13,500 ",Online,675
Sports Direct,1185732,07/02/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$55.00 ,675,"37,125","$14,850 ",Online,675
Sports Direct,1185732,08/03/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$45.00 ,675,"30,375","$12,150 ",Online,675
Sports Direct,1185732,10/04/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$50.00 ,675,"33,750","$16,875 ",Online,675
Amazon,1185732,12/02/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$60.00 ,675,"40,500","$16,200 ",Online,675
Amazon,1185732,12/02/2021,Southeast,North Carolina,Charlotte,Men's Apparel,$70.00 ,675,"47,250","$16,538 ",Online,675
Amazon,1185732,06/11/2021,Midwest,Ohio,Columbus,Women's Apparel,$70.00 ,675,"47,250","$23,625 ",Online,675
Amazon,1185732,08/10/2021,Midwest,Ohio,Columbus,Women's Apparel,$60.00 ,675,"40,500","$20,250 ",Online,675
Amazon,1185732,11/10/2021,Midwest,Ohio,Columbus,Men's Street Footwear,$35.00 ,675,"23,625","$9,450 ",Online,675
Foot Locker,1185732,4/17/2021,South,Mississippi,Jackson,Men's Street Footwear,$25.00 ,675,"16,875","$6,750 ",Online,675
Walmart,1185732,7/16/2021,South,Mississippi,Jackson,Women's Apparel,$65.00 ,675,"43,875","$21,938 ",Online,675
Walmart,1185732,10/18/2021,South,Mississippi,Jackson,Men's Street Footwear,$35.00 ,675,"23,625","$9,450 ",Online,675
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Men's Street Footwear,$40.00 ,675,"27,000","$10,800 ",Online,675
West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,$60.00 ,675,"40,500","$16,200 ",Online,675
Kohl's,1197831,07/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,$55.00 ,675,"37,125","$12,994 ",Online,675
Foot Locker,1185732,7/13/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,$55.00 ,675,"37,125","$12,994 ",In-store,675
Amazon,1185732,07/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,$60.00 ,675,"40,500","$18,225 ",In-store,675
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,$65.00 ,675,"43,875","$17,550 ",In-store,675
